Jenda,Felizio,Jenda.Felizio@icanschool.com,GameDesign,2022,Lille
Concettina,Tiffa,Concettina.Tiffa@icanschool.com,GameProgramming,2020,Lille
Brynna,Kirstin,Brynna.Kirstin@icanschool.com,BD,2019,Lille
Emylee,Mathilde,Emylee.Mathilde@icanschool.com,Web,2021,Lille
Fred,Torray,Fred.Torray@icanschool.com,BD,2020,Lille
Marti,Lipson,Marti.Lipson@icanschool.com,BD,2018,Lille
Odessa,Abbot,Odessa.Abbot@icanschool.com,GameProgramming,2018,Lille
Evaleen,Rozanna,Evaleen.Rozanna@icanschool.com,UX,2020,Lille
Ermengarde,Rheingold,Ermengarde.Rheingold@icanschool.com,GameDesign,2018,Lille
Gwenneth,Shelba,Gwenneth.Shelba@icanschool.com,GameProgramming,2021,Lille
Blake,Middleton,Blake.Middleton@icanschool.com,Communication,2020,Lille
Courtnay,Lanita,Courtnay.Lanita@icanschool.com,GameDesign,2023,Lille
Tracey,Tillford,Tracey.Tillford@icanschool.com,UX,2019,Lille
Liana,Kristi,Liana.Kristi@icanschool.com,GameArt,2023,Lille
Roslyn,Janith,Roslyn.Janith@icanschool.com,BD,2023,Lille
Elise,Halla,Elise.Halla@icanschool.com,Communication,2023,Lille
Alex,Myrilla,Alex.Myrilla@icanschool.com,GameArt,2021,Lille
Susan,Modie,Susan.Modie@icanschool.com,GameArt,2023,Lille
Elbertina,Ajay,Elbertina.Ajay@icanschool.com,Web,2022,Lille
Deloria,Sibyls,Deloria.Sibyls@icanschool.com,Web,2022,Lille
Tierney,Ardeha,Tierney.Ardeha@icanschool.com,UX,2020,Lille
Aubrie,Kamaria,Aubrie.Kamaria@icanschool.com,GameArt,2020,Lille
Claresta,Lanita,Claresta.Lanita@icanschool.com,UX,2019,Lille
Frieda,Sancho,Frieda.Sancho@icanschool.com,BD,2021,Lille
Deirdre,Aaberg,Deirdre.Aaberg@icanschool.com,GameArt,2023,Lille
Ottilie,Tice,Ottilie.Tice@icanschool.com,BD,2023,Lille
Vivia,Kat,Vivia.Kat@icanschool.com,GameDesign,2021,Lille
Arabel,O'Carroll,Arabel.O'Carroll@icanschool.com,Web,2021,Lille
Cecile,Michella,Cecile.Michella@icanschool.com,BD,2019,Lille
Gusella,Olnee,Gusella.Olnee@icanschool.com,Communication,2018,Lille
Lynnea,Maxi,Lynnea.Maxi@icanschool.com,BD,2023,Lille
Xylina,Bord,Xylina.Bord@icanschool.com,Web,2023,Lille
Kylynn,Aloise,Kylynn.Aloise@icanschool.com,GameArt,2023,Lille
Phedra,Glovsky,Phedra.Glovsky@icanschool.com,Web,2019,Lille
Magdalena,Travax,Magdalena.Travax@icanschool.com,GameArt,2023,Lille
Silvana,Linskey,Silvana.Linskey@icanschool.com,GameDesign,2021,Lille
Olwen,Zeeba,Olwen.Zeeba@icanschool.com,Communication,2022,Lille
Bernie,Kellby,Bernie.Kellby@icanschool.com,Communication,2021,Lille
Lila,Georgy,Lila.Georgy@icanschool.com,Communication,2020,Lille
Tobe,Kunin,Tobe.Kunin@icanschool.com,UX,2021,Lille
Nickie,Greyson,Nickie.Greyson@icanschool.com,UX,2019,Lille
Dawn,Emmaline,Dawn.Emmaline@icanschool.com,GameDesign,2023,Lille
Cathie,Kussell,Cathie.Kussell@icanschool.com,BD,2019,Lille
Rosene,Adalbert,Rosene.Adalbert@icanschool.com,Web,2019,Lille
Robinia,Saunderson,Robinia.Saunderson@icanschool.com,Web,2022,Lille
Livvyy,Georas,Livvyy.Georas@icanschool.com,UX,2021,Lille
Kittie,Loleta,Kittie.Loleta@icanschool.com,BD,2020,Lille
Emma,Carlson,Emma.Carlson@icanschool.com,Communication,2023,Lille
Mariann,Morgun,Mariann.Morgun@icanschool.com,Web,2020,Lille
Wilma,Helve,Wilma.Helve@icanschool.com,Communication,2021,Lille
Winny,Bonilla,Winny.Bonilla@icanschool.com,GameDesign,2020,Lille
Kalina,Diogenes,Kalina.Diogenes@icanschool.com,UX,2022,Lille
Millie,August,Millie.August@icanschool.com,GameProgramming,2021,Lille
Stephanie,Delila,Stephanie.Delila@icanschool.com,GameArt,2021,Lille
Jany,Cohdwell,Jany.Cohdwell@icanschool.com,GameArt,2018,Lille
Etta,Clara,Etta.Clara@icanschool.com,GameArt,2023,Lille
Selma,Roscoe,Selma.Roscoe@icanschool.com,UX,2022,Lille
Jenda,Magdalen,Jenda.Magdalen@icanschool.com,UX,2019,Lille
Minne,Earlie,Minne.Earlie@icanschool.com,GameArt,2022,Lille
Hayley,Fillbert,Hayley.Fillbert@icanschool.com,Communication,2019,Lille
Lonnie,Suzetta,Lonnie.Suzetta@icanschool.com,UX,2021,Lille
Alie,Rooney,Alie.Rooney@icanschool.com,GameArt,2018,Lille
Marline,Grobe,Marline.Grobe@icanschool.com,Communication,2019,Lille
Ilse,Helfand,Ilse.Helfand@icanschool.com,UX,2022,Lille
Jeanna,Edee,Jeanna.Edee@icanschool.com,Web,2019,Lille
Silvana,Linskey,Silvana.Linskey@icanschool.com,Communication,2021,Lille
Cassandra,Bevin,Cassandra.Bevin@icanschool.com,Web,2018,Lille
Dale,Lilybelle,Dale.Lilybelle@icanschool.com,BD,2021,Lille
Britni,Rustice,Britni.Rustice@icanschool.com,GameDesign,2020,Lille
Barbi,Ricki,Barbi.Ricki@icanschool.com,Web,2021,Lille
Atlanta,Means,Atlanta.Means@icanschool.com,BD,2018,Lille
Tilly,Adalbert,Tilly.Adalbert@icanschool.com,BD,2019,Lille
Evita,Tarrant,Evita.Tarrant@icanschool.com,Web,2021,Lille
Tierney,Woodberry,Tierney.Woodberry@icanschool.com,BD,2019,Lille
Kenna,Gerge,Kenna.Gerge@icanschool.com,Web,2021,Lille
Rosabelle,Tremayne,Rosabelle.Tremayne@icanschool.com,GameProgramming,2019,Lille
Maud,Hutchison,Maud.Hutchison@icanschool.com,Web,2018,Lille
Elfreda,Pip,Elfreda.Pip@icanschool.com,Web,2021,Lille
Caressa,Vilma,Caressa.Vilma@icanschool.com,GameDesign,2018,Lille
Gale,Annabella,Gale.Annabella@icanschool.com,Communication,2023,Lille
Drucie,Freddi,Drucie.Freddi@icanschool.com,GameArt,2021,Lille
Laure,Oriana,Laure.Oriana@icanschool.com,Web,2019,Lille
Ruthe,Wilkinson,Ruthe.Wilkinson@icanschool.com,UX,2019,Lille
Amalie,Corilla,Amalie.Corilla@icanschool.com,UX,2023,Lille
Mireielle,Parette,Mireielle.Parette@icanschool.com,GameArt,2022,Lille
Silvana,McClimans,Silvana.McClimans@icanschool.com,Communication,2023,Lille
Eugine,Quent,Eugine.Quent@icanschool.com,Web,2023,Lille
Lilith,Macey,Lilith.Macey@icanschool.com,BD,2021,Lille
Nataline,Rosalba,Nataline.Rosalba@icanschool.com,GameArt,2019,Lille
Tori,Harday,Tori.Harday@icanschool.com,BD,2020,Lille
Valli,Lutero,Valli.Lutero@icanschool.com,GameArt,2022,Lille
Emmey,Libna,Emmey.Libna@icanschool.com,Communication,2018,Lille
Linzy,Campball,Linzy.Campball@icanschool.com,GameDesign,2021,Lille
Evaleen,Hull,Evaleen.Hull@icanschool.com,GameProgramming,2019,Lille
Tina,Kussell,Tina.Kussell@icanschool.com,BD,2019,Lille
Bobinette,Diogenes,Bobinette.Diogenes@icanschool.com,UX,2019,Lille
Andree,Sherfield,Andree.Sherfield@icanschool.com,Web,2019,Lille
Silvana,Alejoa,Silvana.Alejoa@icanschool.com,BD,2022,Lille
Karly,Haymes,Karly.Haymes@icanschool.com,GameArt,2023,Lille
Corene,Yate,Corene.Yate@icanschool.com,GameDesign,2020,Lille
Aigneis,Brady,Aigneis.Brady@icanschool.com,GameDesign,2020,Lille
Britte,Ajay,Britte.Ajay@icanschool.com,Web,2018,Lille
Rozele,Hachmin,Rozele.Hachmin@icanschool.com,GameProgramming,2021,Lille
Georgina,Karl,Georgina.Karl@icanschool.com,Communication,2022,Lille
Aryn,Hourigan,Aryn.Hourigan@icanschool.com,Web,2023,Lille
Moyna,Sigfrid,Moyna.Sigfrid@icanschool.com,GameArt,2021,Lille
Paule,Plato,Paule.Plato@icanschool.com,GameArt,2020,Lille
Melisent,Koziara,Melisent.Koziara@icanschool.com,GameArt,2023,Lille
Cathie,Kravits,Cathie.Kravits@icanschool.com,GameArt,2018,Lille
